headings,label
പഴയ പ്രതാപം തിരിച്ചു പിടിക്കാനൊരുങ്ങി റയല്‍; സൂപ്പര്‍ താരത്തിനായി ചിലവാക്കിയത് കോടികള്‍,sports
കലങ്ക: ബീഹാര്‍ ബീഗമായി അഭിനയിക്കേണ്ടിയിരുന്നത് ശ്രീദേവി,entertainment
കാസര്‍കോട് മാരത്തണില്‍ കോട്ടയത്തിന്റെ മേധാവിത്വം,sports
"ഡെംബലെയ്ക്ക് പരിക്ക്, ഒരു മാസത്തോളം കളിക്കില്ല",sports
ഡിയോ റനിയേരിയെ റോമയുടെ പരിശീലകനായി നിയമിച്ചു,sports
ശ്രീശാന്തിന്റെ ആജീവനാന്ത വിലക്ക് നീക്കി സുപ്രീംകോടതി,sports
"ലൂസിഫറും മധുരരാജയും ഒരുമിച്ച്‌, മാമാങ്കവും മരയ്ക്കാരും ഒരുമിച്ച്‌; മമ്മൂട്ടിയും മോഹന്‍ലാലും നേര്‍ക്കുനേര്‍ - ജയം ആര്‍ക്ക്?",entertainment
മൂന്നാം ഏകദിനം; ഇന്ത്യന്‍ ടീം ഇന്‍റര്‍നാഷണല്‍ ക്രിക്കറ്റ് കൗണ്‍സിലിന്റെ അനുവാദം വാങ്ങിയതിന് ശേഷം സൈനികത്തൊപ്പി ധരിച്ച്‌ കളിച്ചു,sports
എനിക്ക് നീതി കിട്ടണം. എന്റെ മകനു കിടക്കാന്‍ വീട് വെയ്ക്കണം ; മകന് സ്ത്രീധനമായി കിട്ടിയ സ്ഥലത്ത് വീടു വെയ്ക്കാന്‍ ഭാര്യയുടെ വീട്ടുകാര്‍ അനുവദിക്കുന്നില്ല;കുഞ്ഞുങ്ങളുമായി മകനും മകളും വീടില്ലാതെ കടുത്ത മനോവിഷമത്തില്‍ നരകിക്കുന്നു;പോലീസ് കമ്മീഷണര്‍ക്ക് കത്തു നല്‍കി നടി മോളി ജോസഫ് അഥവാ ചാള മേരി,entertainment
റയല്‍ പരീശീലകന് പിന്തുണയുമായി വാല്‍വെര്‍ഡെ,sports
"
സൗത്ത്‌ ആഫ്രിക്ക-ശ്രീലങ്ക നാലാം ഏകദിനം ഇന്ന്
                                            
",sports
സ്മിത്ത്-വാര്‍ണര്‍ എന്നിവരോട് ചോദിച്ച ശേഷം മാത്രമുള്ള തീരുമാനം,sports
"മമ്മൂട്ടിയും മോഹന്‍ലാലുമല്ല, ബോക്സോഫീസ് ഭരിക്കുന്നത് ഫഹദ് ഫാസില്‍! യൂത്തന്മാര്‍ വാരിക്കൂട്ടുന്നത് കോടികള്‍",entertainment
ലോകത്തിലെ ഏറ്റവും വലിയ ന്യൂട്ടെല്ല ഫാക്ടറി അടച്ചു പൂട്ടി,business
'കെ. ജി. എഫ്: ചാപ്റ്റര്‍-2'; ഷൂട്ടിംഗ് തുടങ്ങി,entertainment
ഡീ എന്നുവിളിക്കരുത്....സിമിമോളുടെ ഓഡീഷന്‍ വീഡിയോ,entertainment
അര്‍ജുന്‍ കപൂറുമായുള്ള വിവാഹം; മനസ്സ് തുറന്ന് മലൈക അറോറ,entertainment
"പിഴച്ചത് കോഹ്‌ലിക്കല്ല, സെലക്ടര്‍മാര്‍ക്കാണ്; കാരണം ധോണിക്ക് നല്‍കിയ വിശ്രമം",sports
"ആ മോഹന്‍ലാല്‍ ചിത്രം നല്ല പടമായിരുന്നു, പക്ഷേ മമ്മൂട്ടി വിശ്വരൂപം കാണിച്ച്‌ ബോക്സോഫീസ് കീഴടക്കി!",entertainment
വല്ലവന്റെയും അച്ഛന്‍ മരിക്കുമ്ബോള്‍ നമ്മള്‍ കരയുന്ന കാലം മാറി ; ഇന്നസെന്റ്,entertainment
മാഡ്രിഡില്‍ തമ്മിലടി; റാമോസും ക്ലബ്ബ് പ്രസിഡന്റും നേര്‍ക്കുനേര്‍; ക്ലോപ്പിനെ കൊണ്ടു വരാന്‍ നീക്കം; മൊറീഞ്ഞോയ്ക്കും സാധ്യത,sports
"""മര്‍ദ് കോ ദര്‍ദ് നഹി ഹോത"": പുതിയ പോസ്റ്റര്‍ റിലീസ് ചെയ്തു",entertainment
ലൈഫ് ഇന്‍ഷുറന്‍സ് ക്ലെയിം സെറ്റില്‍മെന്റായി ലഭിച്ച പണം എങ്ങനെ ഉപയോഗിക്കാം,business
എച്ച്‌ഡിഎഫ്സി ബാങ്ക്  ഹ്രസ്വകാല വായ്പകളുടെ പലിശയില്‍ ഇളവു വരുത്തി,business
ഞെട്ടിക്കുന്ന യാദൃശ്ചികത ; ഇന്ത്യ ബാറ്റ് ചെയ്തതെല്ലാം തുല്യ പന്തുകള്‍ വീതം,sports
യുവേഫ യൂത്ത് ചാമ്ബ്യന്‍സ് ലീഗ്‌; മാഞ്ചസ്റ്റര്‍ യുണൈറ്റഡ് പുറത്തായി,sports
"
അക്ഷയ് കുമാര്‍ സ്ഥാനാര്‍ത്ഥിയോ ? അഭ്യൂഹങ്ങളില്‍ വ്യക്തത വരുത്തി താരം
                                            
",entertainment
കണ്ണുകള്‍ മുഴുവന്‍ ധോണിയില്‍; റാഞ്ചിപ്പറക്കാനൊരുങ്ങി ഇന്ത്യ,sports
മാര്‍ക് രാംപ്രകാശിനെ ഇംഗ്ലണ്ട് ബാറ്റിങ് പരിശീലകന സ്ഥാനത്ത് നിന്ന് പുറത്താക്കി,sports
"
സ്വര്‍ണ വിലയില്‍ മാറ്റമില്ല; ഉയര്‍ന്ന നിരക്ക് തുടരുന്നു
                                            
",business
ഷാള്‍ക്കയ്ക്ക് ചാക്ക് നിറയെ ഗോള്‍ കൊടുത്ത് മാഞ്ചസ്റ്റര്‍ സിറ്റി ചാമ്ബ്യന്‍സ് ലീഗ് ക്വാര്‍ട്ടറില്‍,sports
സംസ്ഥാനത്ത് സ്വര്‍ണവില കാല്‍ലക്ഷം കടന്നു,business
ഇസ്പേഡ്‌ രാജാവും ഇദയ റാണിയിലെ പുതിയ സ്റ്റില്‍ പുറത്ത് വിട്ടു,entertainment
"
കയ്യടി നേടി കല്യാണിയുടെ പുതിയ തെലുങ്ക് ചിത്രം 'ചിത്രലഹരി'യുടെ ടീസര്‍
                                            
",entertainment
വിവരം ചോര്‍ത്തല്‍ ട്വിറ്ററിനെതിരെയും? ഡിലീറ്റ് ചെയ്യുന്ന ഡയറക്‌ട് മെസേജുകളും സൂക്ഷിക്കുന്നുവെന്ന്‌ റിപ്പോര്‍ട്ട്,business
"അമേരിക്കയില്‍ ഒരു മമ്മൂട്ടി ത്രില്ലറിന്‍റെ രണ്ടാം ഭാഗം, സംവിധായകന്‍ യു‌എസ് സന്ദര്‍ശിച്ചു!",entertainment
പുതിയ വിപണികള്‍ പിടിക്കാന്‍ യൂബര്‍: കരീമിനെ വിലയ്‍ക്കെടുക്കാന്‍ പദ്ധതി,business
"എം ടിയുടെ ഭീമന്‍ മമ്മൂട്ടി ആയിരുന്നു, രണ്ടാമൂഴം ഒരു കച്ചവട സിനിമയല്ല !",entertainment
"ക്യാപ്റ്റന്റെ പകുതി ജോലി ചെയ്യുന്നത് ധോണി, വിശ്രമം നല്‍കിയത് മണ്ടന്‍ തീരുമാനമെന്ന് മുന്‍ ഇന്ത്യന്‍ താരം",sports
'​ല​വ് ​ആ​ക് ​ഷ​ന്‍​ ​ഡ്രാ​മ' ചിത്രത്തിന്റെ സ്റ്റില്‍ പുറത്തുവിട്ടു,entertainment
പ്രിഥ്വിരാജിന്റെ സംവിധാനത്തില്‍ മോഹന്‍ലാല്‍ ചിത്രം ലൂസിഫറിന്റെ ട്രെയിലര്‍ റിലീസ് ചെയ്യുന്നത് അബുദാബിയില്‍,entertainment
മറൈന്‍ അംബുലന്‍സുകളുടെ നിര്‍മ്മാണം ആരംഭിച്ചു,business
'ഗ്രാമവാസീസ്' ചിത്രത്തിലെ പുതിയ വീഡിയോ ഗാനം പുറത്തുവിട്ടു,entertainment
899 രൂപയ്ക്ക് വിമാനയാത്ര; ഗോ എയറിനു പിന്നാലെ ഹോളി സെയിലുമായി ഇന്‍ഡിഗോയും,business
സംയുക്ത മേനോന്‍ നായികയാകുന്ന 'ജൂലായ് കാട്രിലില്‍' പുതിയ പോസ്റ്റര്‍,entertainment
"എയര്‍ ഇന്ത്യ സുപ്രധാന സാമ്ബത്തീക പരിഷ്കാരങ്ങളിലേക്ക്; ദേശീയ വിമാന കമ്ബനി വരുന്ന സാമ്ബത്തിക വര്‍ഷത്തില്‍ അടിയന്തരമായി കണ്ടെത്തേണ്ടി വരിക 12,000 കോടി രൂപ",business
"'ലാലേട്ടന്റെ ചിത്രങ്ങള്‍ കണ്ടാണ് ഞാന്‍ വളര്‍ന്നത്, കൂടുതല്‍ ഒന്നും ചോദിക്കുന്നില്ല, നന്ദി ലാലേട്ടാ'; പൃഥ്വിരാജ്",entertainment
'മഹര്‍ഷി' ചിത്രത്തിന്റെ പുതിയ ലൊക്കേഷന്‍ സ്റ്റില്‍ പുറത്തുവിട്ടു,entertainment
"വോട്ട് ചെയ്യാന്‍ പറഞ്ഞ മോദിക്ക് വിദ്യാ ബാലന്റെ മറുപടി; വിരല്‍ ചൂണ്ടുന്നതിലല്ല കാര്യം, മഷി പുരട്ടി മാറ്റം വരുത്തുന്നതിലാണ്",entertainment
തൊട്ടാല്‍ പൊള്ളും ലോഹമായി സ്വര്‍ണം; പവന് വില കാല്‍ ലക്ഷം കടന്നു,business
